"intervention","state","lga","total_cost","target_value","state_count","lga_count","intervention_type","title","currency","target","cost_per_target"
"cm_private","Abia","Isuikwato",170123.03323133,194601.789919969,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.874211040408693
"cm_private","Abia","Obi Nwa",427578064.584755,305688.532874785,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1398.7376646539
"cm_private","Abia","Obi Nwa",267236.290365472,305688.532874785,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.87421104040869
"cm_private","Abia","Ohafia",578241422.878216,413402.339473923,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1398.73766465391
"cm_private","Abia","Ohafia",361400.889298885,413402.339473923,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.874211040408691
"cm_private","Abia","Osisioma Ngwa",518709967.824125,370841.495822929,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1398.73766465391
"cm_private","Abia","Osisioma Ngwa",324193.729890078,370841.495822929,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.874211040408691
"cm_private","Abia","Ugwunagbo",200681534.034466,143473.318196605,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1398.73766465391
"cm_private","Abia","Ugwunagbo",125425.958771541,143473.318196605,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.874211040408691
"cm_private","Abia","Ukwa East",136667295.770576,97707.5968025725,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1398.73766465391
"cm_private","Abia","Ukwa East",85417.05985661,97707.5968025725,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.874211040408693
"cm_private","Abia","Ukwa West",205373529.465383,146827.768104893,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1398.7376646539
"cm_private","Abia","Ukwa West",128358.455915864,146827.768104893,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.87421104040869
"cm_private","Abia","Umu Nneochi",383443688.725305,274135.528351688,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1398.73766465391
"cm_private","Abia","Umu Nneochi",239652.305453316,274135.528351688,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.874211040408692
"cm_private","Abia","Umuahia North",524520896.033155,374995.904727381,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1398.7376646539
"cm_private","Abia","Umuahia North",327825.560020722,374995.904727381,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.87421104040869
"cm_private","Abia","Umuahia South",326883517.350913,233698.94556446,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1398.73766465391
"cm_private","Abia","Umuahia South",204302.198344321,233698.94556446,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.874211040408691
"cm_private","Adamawa","Demsa",342272019.547211,306550.527397816,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719515
"cm_private","Adamawa","Demsa",213920.012217007,306550.527397816,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.69782953574697
"cm_private","Adamawa","Fufore",401846885.012128,359907.814540609,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719515
"cm_private","Adamawa","Fufore",251154.30313258,359907.814540609,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.697829535746971
"cm_private","Adamawa","Ganye",326043513.864419,292015.722646555,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719515
"cm_private","Adamawa","Ganye",203777.196165262,292015.722646555,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.697829535746972
"cm_private","Adamawa","Girei",249125500.110999,223125.318710832,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719515
"cm_private","Adamawa","Girei",155703.437569374,223125.318710832,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.697829535746969
"cm_private","Adamawa","Gombi",283527860.189475,253937.249057161,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719516
"cm_private","Adamawa","Gombi",177204.912618422,253937.249057161,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.697829535746972
"cm_private","Adamawa","Guyuk",338623051.843148,303282.387116825,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719516
"cm_private","Adamawa","Guyuk",211639.407401968,303282.387116825,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.697829535746972
"cm_private","Adamawa","Hong",324575869.125403,290701.249820605,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719515
"cm_private","Adamawa","Hong",202859.918203377,290701.249820605,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.69782953574697
"cm_private","Adamawa","Jada",323160023.61247,289433.170153217,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719516
"cm_private","Adamawa","Jada",201975.014757794,289433.170153217,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.697829535746972
"cm_private","Adamawa","Lamurde",213439670.31958,191163.86899122,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719515
"cm_private","Adamawa","Lamurde",133399.793949738,191163.86899122,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.697829535746969
"cm_private","Adamawa","Madagali",259268555.973976,232209.786463511,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719515
"cm_private","Adamawa","Madagali",162042.847483735,232209.786463511,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.69782953574697
"cm_private","Adamawa","Maiha",211369619.766119,189309.860913834,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719515
"cm_private","Adamawa","Maiha",132106.012353824,189309.860913834,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.697829535746971
"cm_private","Adamawa","Mayo Belwa",293151005.301768,262556.066959079,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719516
"cm_private","Adamawa","Mayo Belwa",183219.378313605,262556.066959079,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.697829535746972
"cm_private","Adamawa","Michika",297822528.098505,266740.042555405,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719515
"cm_private","Adamawa","Michika",186139.080061566,266740.042555405,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.697829535746971
"cm_private","Adamawa","Mubi North",290679990.368627,260342.941469113,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719515
"cm_private","Adamawa","Mubi North",181674.993980392,260342.941469113,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.697829535746971
"cm_private","Adamawa","Mubi South",249319267.586347,223298.86348916,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719515
"cm_private","Adamawa","Mubi South",155824.542241467,223298.86348916,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.697829535746971
"cm_private","Adamawa","Numan",175635827.728327,157305.454565923,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719515
"cm_private","Adamawa","Numan",109772.392330204,157305.454565923,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.697829535746972
"cm_private","Adamawa","Shelleng",284876558.557486,255145.18944493,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719516
"cm_private","Adamawa","Shelleng",178047.849098429,255145.18944493,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.697829535746972
"cm_private","Adamawa","Song",374466197.80267,335384.734577258,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719515
"cm_private","Adamawa","Song",234041.373626669,335384.734577258,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.69782953574697
"cm_private","Adamawa","Toungo",100104882.140016,89657.3563206075,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719515
"cm_private","Adamawa","Toungo",62565.55133751,89657.3563206075,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.697829535746968
"cm_private","Adamawa","Yola North",383072543.291854,343092.871959236,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719515
"cm_private","Adamawa","Yola North",239420.339557409,343092.871959236,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.697829535746971
"cm_private","Adamawa","Yola South",376401954.066287,337118.464095407,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.52725719515
"cm_private","Adamawa","Yola South",235251.221291429,337118.464095407,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.69782953574697
"cm_private","Akwa Ibom","Abak",315316464.887546,260572.058670407,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617521
"cm_private","Akwa Ibom","Abak",197072.790554716,260572.058670407,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609509
"cm_private","Akwa Ibom","Eastern Obolo",135972275.62797,112365.130679478,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617521
"cm_private","Akwa Ibom","Eastern Obolo",84982.6722674813,112365.130679478,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609509
"cm_private","Akwa Ibom","Eket",391923022.777195,323878.3896737,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Eket",244951.889235747,323878.3896737,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609512
"cm_private","Akwa Ibom","Esit Eket",143654017.66278,118713.189087716,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Esit Eket",89783.7610392375,118713.189087716,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609513
"cm_private","Akwa Ibom","Essien Udim",438178990.67925,362103.519421775,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Essien Udim",273861.869174531,362103.519421775,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609511
"cm_private","Akwa Ibom","Etim Ekpo",240161003.486174,198464.888641515,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Etim Ekpo",150100.627178859,198464.888641515,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609511
"cm_private","Akwa Ibom","Etinan",383007848.72735,316511.04443722,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Etinan",239379.905454594,316511.04443722,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609511
"cm_private","Akwa Ibom","Ibeno",169687595.597753,140226.886444091,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617521
"cm_private","Akwa Ibom","Ibeno",106054.747248596,140226.886444091,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609507
"cm_private","Akwa Ibom","Ibesikpo Asutan",310913293.980935,256933.354588707,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Ibesikpo Asutan",194320.808738084,256933.354588707,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609511
"cm_private","Akwa Ibom","Ibiono Ibom",427631333.080095,353387.118089093,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Ibiono Ibom",267269.583175059,353387.118089093,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609511
"cm_private","Akwa Ibom","Ika",164998740.070012,136352.097545555,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Ika",103124.212543758,136352.097545555,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609512
"cm_private","Akwa Ibom","Ikono",298547231.094909,246714.254659978,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Ikono",186592.019434318,246714.254659978,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609511
"cm_private","Akwa Ibom","Ikot Abasi",300667192.370749,248466.153896018,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617521
"cm_private","Akwa Ibom","Ikot Abasi",187916.995231718,248466.153896018,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609509
"cm_private","Akwa Ibom","Ikot Ekpene",320619769.084542,264954.61729404,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Ikot Ekpene",200387.355677839,264954.61729404,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609512
"cm_private","Akwa Ibom","Ini",224656944.444252,185652.603105642,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Ini",140410.590277657,185652.603105642,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609513
"cm_private","Akwa Ibom","Itu",289892800.945301,239562.383661086,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617521
"cm_private","Akwa Ibom","Itu",181183.000590813,239562.383661086,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609508
"cm_private","Akwa Ibom","Mbo",231660752.338446,191440.428496153,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Mbo",144787.970211529,191440.428496153,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609511
"cm_private","Akwa Ibom","Mkpat Enin",401983202.64982,332191.947866544,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Mkpat Enin",251239.501656138,332191.947866544,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609512
"cm_private","Akwa Ibom","Nsit Atai",166411291.807818,137519.405806574,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Nsit Atai",104007.057379886,137519.405806574,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609512
"cm_private","Akwa Ibom","Nsit Ibom",245087929.531523,202536.414887413,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Nsit Ibom",153179.955957202,202536.414887413,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609511
"cm_private","Akwa Ibom","Nsit Ubium",288140148.468056,238114.022046691,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Nsit Ubium",180087.592792535,238114.022046691,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609512
"cm_private","Akwa Ibom","Obot Akara",333947183.39405,275968.16136831,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Obot Akara",208716.989621281,275968.16136831,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609511
"cm_private","Akwa Ibom","Okobo",232975808.530945,192527.168129204,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Okobo",145609.880331841,192527.168129204,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.75630822260951
"cm_private","Akwa Ibom","Onna",279320202.625254,230825.371749156,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Onna",174575.126640784,230825.371749156,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609511
"cm_private","Akwa Ibom","Oron",197732302.571947,163402.545963425,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Oron",123582.689107467,163402.545963425,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609511
"cm_private","Akwa Ibom","Oruk Anam",389617139.763794,321972.847937815,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Oruk Anam",243510.712352371,321972.847937815,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609511
"cm_private","Akwa Ibom","Udung Uko",120304968.231117,99417.9395339851,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Udung Uko",75190.6051444481,99417.9395339851,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609511
"cm_private","Akwa Ibom","Ukanafun",284489733.864737,235097.382720462,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Ukanafun",177806.083665461,235097.382720462,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609511
"cm_private","Akwa Ibom","Uruan",265661756.929358,219538.269077601,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Uruan",166038.598080849,219538.269077601,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.75630822260951
"cm_private","Akwa Ibom","Urue Offong/Oruko",160391508.719736,132544.76145183,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Urue Offong/Oruko",100244.692949835,132544.76145183,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.75630822260951
"cm_private","Akwa Ibom","Uyo",693717082.264621,573275.767013901,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1210.09315617522
"cm_private","Akwa Ibom","Uyo",433573.176415388,573275.767013901,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",0.756308222609512
"cm_private","Anambra","Aguata",1098264786.05758,625227.448244337,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Aguata",686415.491285988,625227.448244337,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.09786525401831
"cm_private","Anambra","Anambra East",451655500.778098,257121.433575859,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Anambra East",282284.687986311,257121.433575859,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.09786525401831
"cm_private","Anambra","Anambra West",496640268.727879,282730.660086769,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Anambra West",310400.167954924,282730.660086769,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.09786525401831
"cm_private","Anambra","Anaocha",843694458.416729,480303.966794147,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Anaocha",527309.036510456,480303.966794147,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.0978652540183
"cm_private","Anambra","Awka North",333042832.639691,189596.828607107,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Awka North",208151.770399807,189596.828607107,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.09786525401831
"cm_private","Anambra","Awka South",562989387.66978,320502.325768792,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Awka South",351868.367293613,320502.325768792,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.09786525401831
"cm_private","Anambra","Ayamelum",469475453.398035,267266.09417669,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Ayamelum",293422.158373772,267266.09417669,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.0978652540183
"cm_private","Anambra","Dunukofia",286511472.100373,163107.147627925,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Dunukofia",179069.670062733,163107.147627925,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.09786525401831
"cm_private","Anambra","Ekwusigo",470297730.072319,267734.205285541,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Ekwusigo",293936.081295199,267734.205285541,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.0978652540183
"cm_private","Anambra","Idemili North",1279441725.6299,728369.055848957,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Idemili North",799651.078518688,728369.055848957,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.0978652540183
"cm_private","Anambra","Idemili South",613934919.381153,349504.935335919,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Idemili South",383709.324613221,349504.935335919,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.09786525401831
"cm_private","Anambra","Ihiala",897311647.192561,510827.514982089,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Ihiala",560819.779495351,510827.514982089,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.09786525401831
"cm_private","Anambra","Njikoka",440508753.803607,250775.739663461,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Njikoka",275317.971127254,250775.739663461,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.09786525401831
"cm_private","Anambra","Nnewi North",461433765.634015,262688.068928039,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Nnewi North",288396.103521259,262688.068928039,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.0978652540183
"cm_private","Anambra","Nnewi South",692736928.751279,394365.864922737,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Nnewi South",432960.580469549,394365.864922737,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.09786525401831
"cm_private","Anambra","Ogbaru",662918267.404073,377390.499982649,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Ogbaru",414323.917127546,377390.499982649,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.0978652540183
"cm_private","Anambra","Onitsha North",373788571.380531,212792.832506326,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Onitsha North",233617.857112832,212792.832506326,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.0978652540183
"cm_private","Anambra","Onitsha South",407252560.366798,231843.433697925,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Onitsha South",254532.850229249,231843.433697925,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.09786525401831
"cm_private","Anambra","Orumba North",512878006.664087,291974.587037718,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Orumba North",320548.754165054,291974.587037718,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.09786525401831
"cm_private","Anambra","Orumba South",547832186.590752,311873.533993372,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Orumba South",342395.11661922,311873.533993372,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.09786525401831
"cm_private","Anambra","Oyi",499305988.776638,284248.218843982,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1756.58440642929
"cm_private","Anambra","Oyi",312066.242985399,284248.218843982,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.0978652540183
"cm_private","Bauchi","Alkaleri",1049782310.34561,618503.109933928,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1697.29512024241
"cm_private","Bauchi","Alkaleri",656113.943966006,618503.109933928,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.06080945015151
"cm_private","Bauchi","Bauchi",1578843379.77769,930211.464669854,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1697.29512024241
"cm_private","Bauchi","Bauchi",986777.112361056,930211.464669854,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.06080945015151
"cm_private","Bauchi","Bogoro",268003331.407426,157900.254476163,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1697.29512024241
"cm_private","Bauchi","Bogoro",167502.082129641,157900.254476163,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.06080945015151
"cm_private","Bauchi","Damban",480345982.142398,283006.753754052,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1697.29512024241
"cm_private","Bauchi","Damban",300216.238838999,283006.753754052,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.06080945015151
"cm_private","Bauchi","Darazo",799274071.662475,470910.48700377,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1697.29512024241
"cm_private","Bauchi","Darazo",499546.294789047,470910.48700377,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.06080945015151
"cm_private","Bauchi","Dass",288165378.496924,169779.182806917,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1697.29512024241
"cm_private","Bauchi","Dass",180103.361560577,169779.182806917,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.06080945015151
"cm_private","Bauchi","Gamawa",909485800.915383,535844.232431122,1,1,"Malaria Interventions","Private Sector Case Management","Naira","Population",1697.29512024241
"cm_private","Bauchi","Gamawa",568428.625572114,535844.232431122,1,1,"Malaria Interventions","Private Sector Case Management","USD","Population",1.06080945015151
